Comment,sentiment,sentiment_encoded
"well, end, need remember llm predicts next word.",positive,1
human better a.i really think body mchines. sodium water based battery brain function 11 dimension,positive,1
"yankee determined kill u all, put end humanity. thats going happen anyway, id rather use many nuke have. preference go quick death not slow tortured way ai",negative,-1
"issue ai not setting goal meeting reason way are. no concept thing reality, reason set goals. people still set goals. ai cant yet.",negative,-1
"hey! 4 success! boil great lakes, poison air texas, dump another trillion data center infrastructure maybe something useful 8 time. take money!",positive,1
ai bubble burst. make 2008 look tiny comparison,neutral,0
"people dumb. ai model llms, process output language. arent good nonwriting tasks. anyone actually knew ai works, would common knowledge.",negative,-1
"many question start. choose task ai known really bad at? flow, single agent multi agent? time given complete task? ai could try again, matching human time, beat human? system prompts? research like prove god exists occasionally drink tea saskwatch.",negative,-1
"offshoring manufacturing industry china.... fun service industry. oh way, ai coming service job. good luck!!!! doesnt matter ai level human. cost less, thats game. already taken vc money past 10 year away humans. think simply throw towel not going well? double insist ai take resource away humans.",positive,1
"ai sure completely revolutionize operation within 10 years. but yes, agree not expected revolutionize everything yet",positive,1
ai wont replace jobs. make one person work 50,neutral,0
fork found kitchen!!,neutral,0
"wonder going realize ai isnt really calling llms. true, make exponentially bigger generate impressive results, but llm fundamentally translation prediction engine. fantastic getting computer understand people, but still missing structure brain. true agi going come putting together system llm component. ie creating massive neural network isnt answer super intelligence. true nature would done long ago.",positive,1
humanity biggest problem get rid ai now.,negative,-1
who watching 2029?,neutral,0
"company fired people replace ai not hiring back people... people spent last 1218 month working costco, walmart, mcdonalds skill spent year building rot away... theyll never make past hr. company oursource india, eastern europe, se asia. tech 3 months, either pretty much finished tech, drop 75100 ladder start again. ive seen least half dozen time career latest newfangled thing going allow anyone code.",negative,-1
dogogo okay? started laugh whilst mentioning comments.,positive,1
"get rare dislike me. one study mean nothing. wife phd working mine. countless research articles. no single article mean much anything. take multiple study prove something. study no significant findings. ill add right bat, premise total b experience. use ai, better quicker human almost every time.",negative,-1
defusion one biggest ai pitfall,neutral,0
"somehow chatbots lately seems get worse, seems gave better answer like 3 month ago. maybe",positive,1
"sam altman, elon musk, michael saylor irritating voice listen",negative,-1
proof intelligent design. look resource using make dumb ai. god made u much less effort raw material.,positive,1
good stuff stole existing stuff. flying kick costanza terrible.,negative,-1
could email.,neutral,0
miss steve job old tech bros early google goal creating new exciting tech help user help society new age tech bros evil intentions!!!!!!,positive,1
"yknow, undercut message video much plaster nobel prize comp. sci onscreen richard sutton, misrepresentation easily cleared using of.",positive,1
"hmmm, funny not mention ai music like suno? maybe make music wink",positive,1
study nonsense us mmodels outdated months. silly hyperbolic nonsense.,negative,-1
worst video history youtube,negative,-1
"showing terrible, inconsistent, uncanny 5sec clip saying proficient visual arts, saw earlier slap face artist completely touch reality. look ai generated ad reception dude",negative,-1
think probably fair assume job found upwork playing strength llms. certainly arent fair represention world work. thats not say study flawed but tech space seems almost forgotten people dont work tech.,neutral,0
"seems reasonable time being, human leveraging ai complete real work beat ai certainly human not leveraging ai tools.",positive,1
"hope ai suck abandoned, ram price stabilize maybe go back",negative,-1
"current ai hallucinates 4. here luddite created lie new study submit one single request ai. thats 96 chance success. but job require multiple request ai complete. let say job required two request ai. thats no longer 96 chance success. 92.16 add third request ai, thats 88.47 chance success. 10 requests, thats 66.5 20 requests, thats 44.2 keep going, computer program know experience take least 80 request youre vibecoding. 80 request unmonitored, unchecked code, success rate theoretical 3.8. thats lie. lazy person offered ai zero feedback code supervision, mathematically speaking 2425 project die. and, course would. never mind fact 4 project succeeding human accomplish own. many restaurant die first year? look up. absolutely disgusting study punish coldfusion perpetuating crap thumbsdown. way, actually read study, 45 section 4.3 96 fail rate poor quality. so... thats not doesnt work. thats doesnt look pretty human it. thats not fail. thats hubris mixed technophobia.",negative,-1
"experiment ai work. gave linux issue server see could fix it. followed ai instruction completely. completely trashed server making unbootable. weve performed test linux laptops. never fix without either trashing it, seeming like fioxed it, but created serious issue elsewhere os. not concerned ai going replace u anytime soon.",positive,1
work required high degree creativity abstraction. think job difficult replace maybe one human would limited to.,negative,-1
"arrogance blind you, sam altman. noow experience full power side.",negative,-1
people fired ai ask higher pay rehired. employer learn value employee customer rather greed.,negative,-1
"so, ram get pretty cheap soon got",positive,1
getting major covid vibe relentless pushing ai. thing never listen reasonable people opinion declare right everybody must follow way even harmful counterproductive. dont know kind irrational people got power why...,negative,-1
"epstein file beg differ, openly discus agi model freely",positive,1
good generating content e.g making stuff up!,positive,1
"ai brilliant data collection! need very, specific technical data, not even name, dont know terms. gemini understand need find me. assistant, tool, not replacement, least stage. assistant much, professor doesnt know doing...",positive,1
keep good news coming!!,positive,1
another 100 billion dollar well get eventually.,neutral,0
"ai impressing flashiness excitement. start using regularly, youll notice ai keep evolving one go. never really know youre going get next. session feel like hit regenerate get actually want. lot times, end 10 different result tweak myself. youre not really saving time. instead, youre spending time sifting ai output ensure meet needs. ultimately, often simpler hire someone skilled deliver work want rather dealing ai churning slop slop. many investor fail see ai mostly hype. throwing billion ai infrastructure seeing 23 return laughable.",positive,1
"dont understand kind claims. work developer, assure vast majority code already written ai. might 40 visible, but behind scene 90 nobody admits using avoid pressure. study reach conclusion completely contradicts everyday experience? believe see every day study?",negative,-1
dont think bunch daisychained silicon chip going replace 100 thousand year human experience figuring function environment trying kill them.,negative,-1
"modification landmine, area denial, kinda like salted bomb operation blue peacock. would best choke point like gate house portcullis bunker entry hall inner outer blast doors. essentially slowly killing attacker besieged. ideally fortress occupant could remotely trigger demon monkey hidden behind fortress walls.",negative,-1
current ai premature exuberance ... 2030 world different. ai 10x internet revolution,neutral,0
well keep losing job ai. 2 letter 2 company mention reassign responsibility ai,negative,-1
experience ai minimal capability. lost count amount time given wrong information. questioned actually admits shortcoming programmed respond confidently rather accurately.,negative,-1
"software development one first job people said would gone, amazon kept another year so... mean ai help tedious stuff but cant talk pms, talk manager, decide task share developers. never worried.",positive,1
hating ai much think developing strong bias negativity long arc technology,negative,-1
"great, dont worry ai surveillance, face recognition, advertising delivery, etc. definitely wont change anything.",positive,1
"first two clip video make want facepalm skull... ridiculous clown acting like need ai solve climate change manufacture, weve fine without tech hundred years, know freaking solution climate change already, but ai isnt going us, government need act stop polluting companies, but guess what, everyones corrupt",negative,-1
thats high faulure rate!,neutral,0
ai bros try claim human used evaluate performance ai task biased incompetent. even though thats literally way even know ai anything all.,negative,-1
"tech worker, ai cannot job but taken enjoyment it. like solving complex problem ai made pretty much every problem face trivial. field no longer enjoyable feel skillset devalued.",positive,1
utilizes commercially available prompt restricted ai programs. im not ai advocate but exposed perspective ai capability greatly obscured.,negative,-1
"gamer, ti pro machine 4 ? would correlate 96 frame loss playing no gamer would ever touch",negative,-1
"anecdotal evidence ive worked fiction text 40 years, curious proliferating new genre youtube ai relationship fantasy. hundred text reviewed say narrative level mediocre best, numerous often ridiculous inconsistencies, plot twist consist low probability events, put mildly. far total failure produce something new interesting. putting bluntly, ai text trash.",positive,1
good hope ai fails. not bring u benefit say. allow control monopolize power.,positive,1
431 come day read microsoft chief saying 1218 month job replaced ai...,positive,1
climate change hoax,negative,-1
not dagogo chuckling outro,positive,1
"much marketing advertising needed product make people adopt , problem product not worth .",negative,-1
raygun breakdance still best thing come ai,positive,1
"cant see theoretical reason artificial brain shouldnt able exist. hand agi possible, fermi paradox say see them. may mean limit may practical reaching limit biosphere seemingly way away agi. maybe planet small agi space travel?",positive,1
solve climate change. proceeds increase energy demand 4fold ramp fossil fuel usage.,positive,1
4 time work everytime,neutral,0
"well, duh. key word artificial. ai cannot see never able reason. ai math thats ever able do.",positive,1
perhaps prof ai still sucks. not mean year wont outperform human every way.,negative,-1
"nonsense. study already outdated. want benefit ai, must move speed ai.",positive,1
"juice say cure cancer, believable?",negative,-1
"600 lol, dont need ai make fun lefraud",positive,1
didnt mention important application ai military. thats much money thrown ai.,positive,1
"really hope ton people completely ignore ai. give massive advantage people. remember said internet fad. thought one day car fad. discount ai want, going replace you.",positive,1
"what? expect computer program actually way smarter actual thinking human being? never going happen! ai also lack creativity originality. requires theft human work make video images. ive seen hundred ai images, 90 garbage.",positive,1
already made million themselves.,neutral,0
big money coming ruined videogame industry... right track.,negative,-1
"ai need iterations, cannot expect good outcome feed shitty prompt",negative,-1
cold fusion best channel yt period.,positive,1
"ai nowhere near replacing humans. yet, people already replaced, even though ai doesnt work. cooked.",neutral,0
"ai soo hyped lmao. waste resources. even end game doesnt sound ideal, anything dystopian.",positive,1
im ai really liked video.,positive,1
imagine cheap gpus ram liquidate excessive stockpile bankruptcy.,neutral,0
"ai great made for, simple task simple programming. narrative around sold us. extremely high expectation theyve set people showed totally different reality problem. like ai, but not say going do.",positive,1
"think ai basically like giving child text saying, read again, recite memory. theyll it, but asked deeper understanding way expand upon theyve read, theyd no idea. havent really taught that. work ai every day made productive, amount error crash convinces not replacing human time soon. foresee crash way even come close that. btw, work tech company pretty cutting edge proai. saying this, imagine lessthanimpressive ai regular companies. hasnt really fundamentally changed work all, perhaps aside reducing headcount specific areas.",neutral,0
deeply flawed study thing ai otherworldly.,negative,-1
"another great video. one actually somewhat reassuring, aside inevitable economic fallout ifwhen ai bubble burst",positive,1
human best computer.,positive,1
ai strong tool but not strong user tools. thats pretty good news point. seems get boost productivity becoming obsolete worker,positive,1
ai year old really. already beginning take world.,neutral,0
job ai god made everything worse. people quitting leaving much harder job previous seasons. im searching,negative,-1
"hey, but loose job ubi yeah, right...",positive,1
"even artillustration, average professional level still better a.i., a.i. particularly bad specificity, deep understanding prompt. a.i. better rendering beautiful young usually female faces, fast is, but get field crumble deviate average.",positive,1
ai better human 100 time giving task good at.,positive,1
dont give people false hope.. look ai could 2020 2026.. cant deny ai improving coming working home office job,positive,1
study ai learnt bit ai history time. lecunn absolutely spot on. many ai hype promising predecessor llm achieve great things.,positive,1
"biggest problem ai hype bizarre idea humanity give replaced machines. human want humanity cease able earn themselves, know, exist beyond",negative,-1
"wait... memo missed going accept fact ai art visuals possible due stealing real human work?!?! like, give fk ai produce, real simple issue underlying simply stealing reassemble collage make image produced. thing legally followed copyright law, not even 1 ai generation would possible all!",negative,-1
"chatgpt frustratedly stupid come anything hasnt written internet. there no logic, datadoctrinated speech.",negative,-1
"type ai insanely powerful reduce cost per token, basically brute force lot issue away make query cheap enough.. lot gain still, cost per token scariest thing reason brute force ask continually check loop meet requirement. could set limit long could go loop limit costs... one major efficiency advancement away nearly replaced ai",positive,1
llm went around gobbling anything internet without context study behind it. people not expect llm not diarrhea baffling.,neutral,0
"watched first minute now...will finish later. but compared human? remember, beginning ai lives!",neutral,0
"everyone run victory lap study 1 excluded writing, marketing, copywriting literally category ai already eating freelancer lunch. acted shocked ai scored low. 2 benchmark 60 video, 3d cad, architecture, game dev. try asking human job nothing but terminal 1hour time limit. thats ai got. 3 automation rate pure passfail. agent nail 90 brief but export wrong file format score one output garbage. many failure literally corrupted file missing asset tooling problems, not intelligence problems. 4 240 project across 23 64 job categories. thats not remote work. thats specific slice freelance gig work deliberately weighted toward ai blind spots. 5 human used blender, autocad, adobe suite year expertise. ai got basic cli like three api tools. paper concluded ai cant work. yeah no kidding. core point benchmark overhype realworld readiness fair. but passing around ai cant 96 job cope dressed citation.",negative,-1
"perhaps onthenose, but channel named cold fusion warning winter coming ai, ring bit no kidding. fusion electricity always 25 year away ai always 10 year reaching human level intelligence. constant science, tell u human being preference thing happen within lifespan rather distant future.",positive,1
"software developer, since turn century. ive incorporated ai workflow year now. not convinced even time saving tool. useful summarizing searches, using feel like directing junior developer consider tiresome laborious, but rare delivers something use without changes. moreover, project grow ability keep track project architecture diminishes drastically, no matter much detail add instructions, much manually update current state things. hallucination still everpresent without way consistently avoid them. assumes, imagines, disregards. again, useful, old boilerplate generator did, but that? incredibly useless.",negative,-1
"people building ai realize originally designed adaptive control system, going completely lost. least yann lecun see even recognized replace reinforcement learning rl model predictive control, even though may not realize yet rl made compensator adaptive control system state classifier system identification procedure adaptive control system. think world lost critical reference missing 1997 master student thesis adaptive control stability, convergence, robustness shanker sastry marc bodson 1989 please see talk shade reinforcement learning dr. john tsitsiklis mit youtube. think happened copied code back 150 page thesis forgot came designed way student applied adaptive control paper code but not discus adaptive control system text, left infinite fuzzy state space normalized page 127 clustering, needed denormalized, attention head copied, even though called control node centers, really like perceptual control system, much like control eye track hand track objects. keep great work look forward next video!",positive,1
"ai tool not replacing anyone, making human productive mean need less people job.",neutral,0
within year technological breakthrough decades. maybe next time.,neutral,0
032 misspelling intentional?,neutral,0
started reading report. something not sit right me. 20min considered baseline work comparison could judged. use a. run executive summary lenghty reports. parameter feed a. extremely important. a. wont succesful without giving correct instructions. trend identify quality work produce second none. would take analyst whole day this. a. take minutes.,neutral,0
ai current scale product much fake money system,negative,-1
bubble doomed,negative,-1
"excellent , thank wonderful information. bt",positive,1
"ai us but, general public, uesful donut solid state battery.",positive,1
climate change curing cancer release ai tiktok clone,negative,-1
informed correctly altman started career exit based lie misinformation. moral corrupt tech bros rotten greedy selfish. no good expect them.,negative,-1
"ai not replace human workers, make human worker using ai much productive effective. thus amount production productivity done less people. mean less job total. however, ai allow new sort jobs. whether compensate loss jobs,i dont know truly think nobody does, yet.",positive,1
script written ai,neutral,0
sum ai right well. really useful based experience but also really fallible. paradoxically could equally said humans.,positive,1
"630 idiotic benchmark assumes employ ai way employ freelance human not true. people still convinced ai useless influencers wild.... actually think know every single scientist working big tech, across globe. actually insane. not make multi billion dollar company since guy smart?",negative,-1
"not surprised stats one bit. dont feel talked enough. but mcdonalds workign google introduce llm chatbot agent replace drivethru workers. shit not. pulled plug. there rather hilarious tiktok video people encountering weird bug system. guy ended 1,000 worth chicken mcnuggets order list. problem even would hallucinate 1 time, amount customer see day mean sure itll nonsensical every single day. cant afford level problem customer facing job. couldnt hold drivethru job, cant help but feel whole llm gonna take yer job fear mongering. talking prophetic general intelligence capabilities. maybe, but keep getting different version llms. google search never understand nuance meaning, never think, predict outcome based input thats it. work even something simple meeting summaries. aboslutely useless me. run meeting maybe 30 topic cover 30 minutes. genuinely look like ai cant handle it, end spitting 5 bullet point summary capture 5 discussed. even 5 bullet point invents acronymns misunderstands thing like company names. barely manages capture meanginful detail. talked company b. wow, thanks llm really gunning job there.",positive,1
im not high tech industry but ive long enough used ai enough know feel safe,positive,1
717 ...at lower salary,negative,-1
reason fearing ai already helping normal people not need professional class. cant maintain control dont need help,positive,1
932 wtf surgeon using already,negative,-1
"wanna save world, but let take away resource every research facility hoard profit never give fund anything mentioned",positive,1
"someone documentary past failure ai. yann lecun said witnessed 3 cycle them. ai boom last years, hoard money dumped them, fail. people worked previous ai boom professionally shunned, wouldnt put anything ai related resumes. remember witnessing least once, but history doesnt seem available internet.",negative,-1
need start drinking juice globally want grand child free,positive,1
"seeing fast llm progressed last 23 years, believe see success rate grow exponentially quickly, trial error.",positive,1
"engineer evaluate chatgpt tool. objectively, task one possible result. worse fail, also lied it. people want buy hype, problem. dont need someone tell ai fake. check yourself. but want to, leave confirmation bias door.",negative,-1
"bad study didnt utilize latest state art models, never mind whatever bleeding edge thing develop privately. havent noticed, nature ai way trained eventually mean itll keep improving benchmark. anything, study creating benchmark mean there new way new data ai train sota model capable reinforcement learning, creating synthetic datasets help improve augment actual training data. people severely underestimate power physic math. people also seriously underestimate much people love benchmark thing improve scores. think academic scientist like anything a? gotta get 96",positive,1
ai successful taking money people cutting job executive get boast much savingsprofit have.,positive,1
"dad got experience failure ai today. tried contact microsoft support reason product key wasnt working, got contacted ai absolutely nothing. dad tried order pizza small family owned restaurant experimental ai answering machine failed take dad order, got restaurant never even knew ordered",negative,-1
"think work radiologist, like coyote thats already edge cliff but hasnt yet looked down. stop training radiologist now. completely obvious within five years, deep learning going better radiologists. geoffrey hinton, 2016",positive,1
ai replacing worker ai reducing worker,neutral,0
cant wait bubble pop buy ram again.,neutral,0
"good news, ai fails much",positive,1
"im sorry dude, dont know anything ai. ai good people implementing it. insanely powerful tool but need human built designed software scaffolding genuinely useful. give shitty scaffolding no scaffolding course going fail. 95 ai company tool fail horribly 100 riding hype train. doesnt mean all, 5 dont fail wont change world.",negative,-1
"company expecting ai replace everyone delusional, least barring large breakthroughs. ai produce decent results, but take lot effort understanding work it. ive used code. production code work dont vibe code anything, use simple tool specific tasks. but vibe coded stuff side fun see does. difference code quality spending 5 minute prompting make something thats thousand line code, spending hour working create detailed plan specification sheet high. im not saying ai either good dev, but definitely get better result spending lot time planning spec exactly want, plan need follow, splitting granular task manage context rot, outlining need make unit tests, ensuring manage unit testing way arent biased false success agent wrote code implementation also went wrote biased unit test work it, etc. properly setup agent anything requires good tooling, good harness around it, good instructions, good planning, good idea actually want. there no way youre getting full automation without one least guiding it, even good specific things. bob accounting not likely going able guide llm making good report experience time fundamentally doesnt understand even data wants, edge case data account for, etc. company trying shove everything possible trying cash hype going backfire them, hurt ton people process bubble pops. like said, take proper setup, none company care hype fundamentally dont understand technology.",positive,1
"silly, not new study, stupid point year ago. yes, people implement ai incorrectly, also doesnt need better, good enough task. stat meaningless relation current projection ai utility. also, simply ignore narrow ai entirely, human better simulating protein folding? question make no sense, right? consumer ai outperform, youll know soon get better. nobody presuming ai take right now, statistic might end entirely irrelevant six month future. entire video dismissal instead speculation, completely outside normal videos, cognitively dissonant, perhaps?",positive,1
ai like paying 100k new car heated seat subscription drive slower run.,positive,1
cant believe medium youtubers still following word lying charlatan scammer sits top openai. remove fraud brainfarts packed buzzword abundance.,negative,-1
seedance 2.0 still make mistake consistency,negative,-1
"dont worry, succeed, infancy. well talk next year, still business.",positive,1
"scam altman drive koenigsegg, care climate..",negative,-1
"view general ai, not possible today technology, like trying break sound barrier prop driven aircraft, need something revolutionary computing industry jet engine aviation",positive,1
knew ai would 3 hour team meeting worse,negative,-1
"ai fails 96 job thats still 4 job succeed. unemployment 4 right now, doubling unemployment would really big deal. unfortunately also mean ai, is, could bring saving hundred billion company",negative,-1
"mean, clear billionaire build new type slave not interested productivity. primary goal new ai slave subservient never uppity.",positive,1
true top open source model ai?,positive,1
"language models, yes might show agentic feature give tools. but still language model not agentic models. so, primarily made language, expecting perform good nonlanguage task majority task foolish.",positive,1
"good discus studies, but thing change space lightning speeds. matter year two model perform better average, second, actual cost comparable job already order magnitude lower, count lot actually care output pay it, not study success rates.",positive,1
"100 agree message video still feel like one caveat missing defining work acceptable par better human missing quality ofen matter discussion come price. didnt shift production asia good better local production, good enough lot cheaper. ai work not need good human work, need appear good enough cheap enough motivate capitalists, hurdle lot lower.",positive,1
"not surprised. limited experience ai, perfectly understand prompt one time, go script asked apply outright refuse understand task ever again.",positive,1
bubble pop glorious!,positive,1
productivity rip human apart...,neutral,0
"doesnt make sense, current public acces chatbot not designed totally complete long projects, created smaller tasks.",positive,1
"something already done, without figure already process existing data, fine. creativity innovation another thing altogether!",positive,1
one problem ai value individualconsumer level. average person not need ai daily life real degree. see using time year detailed research average person. since result often wrong growing realization trust ai dwindling fast. ai fusion always 10 20 year away according propagandist since 50s. neither anywhere close realized.,positive,1
study done ai?,neutral,0
"im decorator asked ai painting job recently didnt time myself, but every time get contact enquire progress give bullshit builder not finished yet plaster not dry enough. difficult tell apart real thing",negative,-1
"time saving add up. tell company increase employee productivity 5, throw gob money you.",positive,1
business woke realizwd scam altman oversold ai could consistently deliver. almoat bullshit. jail.,negative,-1
"pretty obvious guy pushing ai, actually making massive profit short term, driving hype.",positive,1
"average people live poverty rich people horde wealth dont need, resent idea paying employee all, much less paying worth. elon say poverty wont end without ai, want burn down.",positive,1
maybe quantum computer become compact enough.,neutral,0
call rrm instead llm.record repeat machines.,neutral,0
"replacement vs. optimization benchmark focus replacement replacing human ai current process. however, true productivity ai usually come process transformation. task simplified optimized automation removing unnecessary steps, ai success rate would much higher.",positive,1
ai ride dirt bike. dont think so.,negative,-1
ai taking job fad. bullshit?,negative,-1
"new remote labor index study compared leading ai model directly human 240 real upwork freelance jobs, averaging 630 dollar each, across design, video, coding, computerbased tasks. best model, claude opus 4.5, produced clientacceptable work 3.75 time, implying 96.25 failure rate, gemini achieved 1.25. failure meant ai not reach human professional quality, four main issue corruptempty unusable files, incomplete work, poor quality even complete, internal inconsistency outputs. ai tended succeed narrow area like creative idea audioimage work, adlogo concepts, writing reports, data retrievalweb scraping, simple interactive data visualizations. video argues current benchmark overstate ai capability synthetic realwork rli benchmark, stateoftheart agent perform near floor. corporate adoption often fails executive push ai without structured implementation understanding limit pwc report cited saying ceo see no clear financial return yet. gartner cited predicting next year half company fired worker ai end rehiring them, reflecting disappointment practical performance. example microsofts increased aigenerated code fdareported ai failure medicine including surgical error used show risk overreliance critical systems. creator quoted expert argue current large language modelbased system powerful tool but not genuinely intelligent, face scaling limits, overhyped investor paid influencers. overall, episode concludes ai transform world long run, but today best viewed helper ease certain tasks, not nearterm replacement human job guarantee huge profits.",positive,1
"ive trying several day get ai upgrade one development project newer version framework. ive tried chatgpt claude, etc. none able complete task",neutral,0
"ai wokedei mind, thats fails.",negative,-1
one paying end fails not going extremely expensive edit people dont really grasp large number really get thrown around also party due waterfall number reality doesnt set,neutral,0
"ive thinking since ai scam started tech feel 50 year away able even hypemen promise. use curiosity fails ask do, need rephrase ask like 5 10 time get right, but none actual intelligence.",positive,1
no near sneak turn completely solved long expect it.,positive,1
waiting bubble burst.,neutral,0
"ive recently started using copilot work programmingrelated task analysis. helpful speeding debugging quickly modifying complex script but, experience, would utterly fail without every step figuring problem is, efficiently describe it, performing interactive iterative solution seeking selectively applying solution sane way. yes, tool but not replacement.",positive,1
"okay hate ai much next guy but two caveat 1. not lot paper, 4 lot compared 0, right? way tell good not repeat year see evolves. double year? thats scary. nothing laugh about, lacking context time. like saying look 5 year old kid know 4 words. theyll grow get better. 2. choice work ok, but not trained make share files, weird assume theyd good job it, giving exactly type job. would like study but humanassisted task bad at, sort control.",positive,1
"1105 lmmbased ai one big difference compared earlier ai revolution improve itself. make bigger deal others, not agilevel.",positive,1
"oh no! regular flesh blood rube cant make own! need listen small cadre pasty faced billionaire promise u sell collective soul seven fingered, three legged homunculus, stalking way across landscape subsisting fresh water, bitcoin, human babies. oh humidity!",positive,1
ai need used videogames first think closest thing computer understand real world human assess correcly not,neutral,0
"deploy ai scenario arent designed for. claim, ai useless. swear, live generation idiots. equivalent saying plane dont pack bags, drive destination, fly, unpack bags, take home, theyre useless. wtf? isnt meant task end end.... judging metric pure idiocy.",negative,-1
"002 elon, others, make statement full shit. mankind never needed ai robotics. fear based sale pitch. u engineer tradesman not need ai robotics...its way around.",negative,-1
keep talking right know better humans. really need talk happens instead saying oh not good right talking wrong thing.,negative,-1
look forward ai agent investment stock picking well give 10 capital let loose day night earn decent living,neutral,0
"thanks video , every one panicking ai ,",neutral,0
"let say llm not path ai agi hype threw u away developing one actually. not work ever stopped, but funding rerouted far behind could actually be, simply llm hype. llm good tools, but token predictors, dont understand, incorporate understanding dead end agi, but new useful tool narrow applications. shame humanity figure couple trillion dollar decade lost later.",negative,-1
llm not way agi,neutral,0
jensen huang absolutely aneurysm existence video lmao. bubble must pop advance society,positive,1
world isnt ready ai. work ways. still cool promising technology.,positive,1
"bad take. 1. chatbots not employees. least use agents, like openclaw. 2. dont throw employee untrained. similarly cant expect ai agent good specific job box. need instructions, training, practice, like human. 3. right fully replacing employee not right strategy. done, jason calacanis explained recent podcast. key good planning gradual handoff. 4. not job equally good candidates. llm best communication, second best coding, thats start. course go easiest least critical job first. 5. ai improving extremely fast. something doesnt work well now, wait month try again. 6. see least generation behind big boy playing with. pretty good idea released year, youll shocked tomorrow. 7. ai also coming real world. already tesla robotaxi. really check out. humanoid robot also improving fast. year two theyll useful work. 8. also play xais video generator. level understanding world thats almost scary. not perfect yet, but far better right be. sometimes feel like character make actually conscious. dont describe happen, set scene, let ai control characters. fact, make something human wouldnt want, sometimes seem suffer. 9. yann lecun joke point, went rail year ago.",positive,1
"ai ready replace person? right clearly not. ai enables work 5 people? but, going hire four people? super power perhaps useful frame theyre taking jobs. ai paint picture, but not going paint masterpiece. need masterpiece, need person. but often, dont. often, slop good enough. however, thing really fast needing find new thing take certain psychic toll. eventually, superpower start feel like unexpected serious burden. ai superpower lead sort mania. perhaps mania lead kind depression. think already think task like business person, ai often make sense, but think like artisan, often not. unfortunately, right now, ai might beneficial competitive, adversarial careless mindset meticulous collaborative mindset. eventually may learn new skill time management focus even intently, work together instead always competing. sphere today think externality may grow. tyranny economic freedom something already struggling get worse. mass unemployment thing seems like malthusian thought process ignores lived experience. think profitable us. worry might better economically but worse psychologically, especially next decade deal rapid change reorganization labor.",positive,1
"good plagiarization art media, well making convincing fakes. know, thing would want least good at.",positive,1
"cope. like looking foundation house saying ha, cant live that! chug beer. but people want hear it, job, guess. helps...",positive,1
experience coworkers fail rate.,negative,-1
"well, task could done ai would not upwork... quite filter.. 5 success quite surprising actually...",positive,1
"saddest part people perfecting ai prompt generation skills, thinking learning good understanding job. civilization already fragile construct, ai prompt master become gossamer structured.",positive,1
"best use ive found ai sentiment analysis intelligent code completion small definitions. rest absolutely terrible, basically micromanaging someone imitate never learn.",positive,1
ironically conversation ai put even fraction money going towards ai infrastructure developing fusion reactor would already it. private investment fusion reaction 10 billion dollar entire lifetime whereas spent 375 billion dollar ai investment 2025 alone.,negative,-1
seems like money laundering fraud point. tune trillion dollars.,negative,-1
"nah, ai win. lot job would assisted ai. success rate may lower but time pass gradually increase. learn use ai not underestimate it.",positive,1
stochastic parrot,neutral,0
"not early data. data, start, showing llm not going anywhere. time start catching up!",neutral,0
ai people programming data data depends programmer. ai nothing production. lot case machine made product do. but machine programmed human able run but lot case hand made still significant stamp approval outmatch quality. human made v ai made principal.,positive,1
spot on. except still think youre optimistic. need look every text ai problem completion algorithm solve problem? algorithm llm work with. really boil that.,negative,-1
"tested ai something not intended usable for, nonsense study. btw constantly using begging question wrong. doesnt mean think means.",negative,-1
"im developer 30 year ive saying year ever since musk short predicting ai apocalypse near future. saying pretty much thing computer became mainstream. yes paradigm place ive even stopped using google use chatgpt searches, but pie sky promise simply scifi, especially sentient predictions. always bring three body problem computer based people holding flag specifically demystify sentient predictions.",positive,1
openai going bankrupt one best thing could happen society now.,positive,1
"ai like chatgpt, gemini, grock etc public, like toddler phd...",positive,1
"even 99 still enough lay people off, cost less penny dollar",neutral,0
"fundamental issue ai cant held responsible output, unlike humans. buries it, since shareholder class soon realize cant sue black box hallucination losses.",negative,-1
thanks,positive,1
"lnguage model hit cealing long time ago, but world model wil change everything",neutral,0
"ai tool, good user, user no good all, tool little help.",positive,1
lmao face sam thumbnail,positive,1
create image slop but completely suck everything else. got it. worth trillion dollar .,negative,-1
good. hope fails miserably. dont want ai anything,positive,1
"oh diogo, going hate researcher know freelancer not use ai create work? important assumption barely mentioned research recruited 358 freelancer verified upwork account specialization target categories. professional demonstrated significant experience average, 2,341 hour worked, 89 prior job",positive,1
"dont think llm path agi. first time saw hallucinations, thought wrong track. totally agree you, think people investing ludicrous amount money without thinking enough.",negative,-1
ill looking mad deal gpus openai xai run money tu burn,positive,1
"yep ai lot work really fast try use check using it, youll find work least 95 unusable.",positive,1
"thanks videos, useful! look paper great stuff research",positive,1
im recently retired electronic design engineer wondered ai could job without physical world. didnt seem possible guess right. used ai validate assumption unknowns. thing could validate experience but wanted second opinion. good that.,positive,1
respect but bullshit! wife created stunning website opus 4.6 reworked entire backend coffee break. must massive failure judgment probable 95 human skill issue using ai.,negative,-1
"important note model used article gemini 2.5 pro, gpt5, sonnet 4.5 relatively date comparison today sota model gemini 3 deep think, gpt5.2, opus 4.6. name dont indicate massive change but improvement substantial nonetheless. say, even current sota model might not perform well benchmark now, but rest assured likely not change narrative 6 month less.",positive,1
"yes, ignore cost speed, human might often better.",positive,1
