Comment,sentiment
"Area of study is bias towards human.
Try other field like coding, pattern recognition, writing manual, you get totally different result

Doesn't matter what the study said, people ARE getting fired and replaced by Ai",negative
Ai will be good at reducing team sizes and take jobs that was as ppl using it get more work done. Automation is the real killer,negative
It never well be good luck.,negative
Ai sucks and it's just for rich people to burn.,positive
Well shit that 4% of the time is going to become 40% of the time next year. Then it'll be 80%. 95%. 99%. So we'll be fucked in 2035,negative
"No more ""You have been watching ColdFusion TV"" 😭",negative
AI slop video (which discusses AI slop)…..real fitting,neutral
Its getting better though and very quickly,positive
That study is so flawed. I am overseeing over a thousand engineers and technicians and I can tell you that we have 70% plus success rates at first try and over 90% with humans guiding them,negative
Bro depending on AI to punctuate a human skill. Gee I don’t know what could go wrong 🤨,negative
frankly the ai is burning _so_ much money ...that the whole LLM thing is going to be memory-holed by the end of next summer.. companies will pretend it never existed..,negative
"Honestly,
Best news I've heard about AI in a while",positive
Tried Ai for editing - it sucked!,negative
"Unfortunately, this is the worst day I will ever be just remember that. 3.5% is still five jobs out of every 200 people that is a lot at its lowest. Imagine if you’re stock went up 3%. You’d be happy.",negative
cant wait to ur next video!,neutral
"Pls try to understand, there is nothing call AI. Now we have LLM. Thats it. It handle language in a algorithm. I dont understand why every one call LLM being address as A.I !!",positive
"Every single time you use AI to you  give  it energy and skills. That warm fuzzy feeling of getting great results from AI has an awful cost of diminishing and handicapping your own core skills, knowledge and creativity...every single time  you use it.
The snowball effect of this on humanity is a very despairing thought.",positive
